INFO    |__main__.py         |   43|2025-01-12 14:55:28,071  |threaded_app_with_socket|  26333| 130865697631104|MainThread               |__main__            |/home/saurabh254/codes/echo_harvest/server/__main__.py|Starting Threaded App
INFO    |__main__.py         |   32|2025-01-12 14:55:28,071  |run                 |  26333| 130865599825600|Thread-1 (run)           |__main__            |/home/saurabh254/codes/echo_harvest/server/__main__.py|Started PlayerCTL app
INFO 2025-01-12 14:56:56 | root:43 | MainThread | Starting Threaded App
INFO 2025-01-12 14:56:56 | root:32 | Thread-1 (run) | Started PlayerCTL app
INFO [2025-01-12 15:17:32] | root:43 | MainThread | Starting Threaded App
INFO [2025-01-12 15:17:32] | root:32 | Thread-1 (run) | Started PlayerCTL app
INFO [2025-01-12 15:17:52] | root:30 | Thread-1 (run) | PlayerCtl::Play : Playing - TrackMetaData(title=Ji Huzoori, album=Ki & Ka, artist=Mithoon, duration=97982000)
DEBUG [2025-01-12 15:17:52] | root:17 | Thread-1 (run) | REDIS::GET:{'title': 'Lambiyaan Si Judaiyaan (From "Raabta")', 'album': 'Lambiyaan Si Judaiyaan (From "Raabta")', 'artist': 'Arijit Singh', 'duration': 58373000}
DEBUG [2025-01-12 15:17:52] | root:12 | Thread-1 (run) | DATABASE::INSERT:Track(id=None, title='Lambiyaan Si Judaiyaan (From "Raabta")', artist='Arijit Singh', album='Lambiyaan Si Judaiyaan (From "Raabta")', duration=58373000, at=None)
DEBUG [2025-01-12 15:17:52] | root:17 | Thread-1 (run) | REDIS::GET:{'title': 'Lambiyaan Si Judaiyaan (From "Raabta")', 'album': 'Lambiyaan Si Judaiyaan (From "Raabta")', 'artist': 'Arijit Singh', 'duration': 58373000}
DEBUG [2025-01-12 15:17:52] | root:27 | Thread-1 (run) | REDIS::INSERT:TrackMetaData(title=Ji Huzoori, album=Ki & Ka, artist=Mithoon, duration=97982000)
INFO [2025-01-12 15:31:56] | root:32 | MainThread | Started PlayerCTL app
INFO [2025-01-12 15:44:20] | root:30 | MainThread | PlayerCtl::Play : Playing - TrackMetaData(title=Tera Chehra, album=Tera Chehra, artist=Adnan Sami, duration=327496000)
DEBUG [2025-01-12 15:44:20] | root:17 | MainThread | REDIS::GET:{'title': 'Ji Huzoori', 'album': 'Ki & Ka', 'artist': 'Mithoon', 'duration': 97982000}
DEBUG [2025-01-12 15:44:20] | root:12 | MainThread | DATABASE::INSERT:Track(id=None, title='Ji Huzoori', artist='Mithoon', album='Ki & Ka', duration=97982000, at=None)
DEBUG [2025-01-12 15:44:20] | root:17 | MainThread | REDIS::GET:{'title': 'Ji Huzoori', 'album': 'Ki & Ka', 'artist': 'Mithoon', 'duration': 97982000}
DEBUG [2025-01-12 15:44:20] | root:27 | MainThread | REDIS::INSERT:TrackMetaData(title=Tera Chehra, album=Tera Chehra, artist=Adnan Sami, duration=327496000)
